status,source_file,dn_raw,dn_no,stockist_no,ocr_date,target_name,detail
SKIP_NO_MAP,D:\Stockist&Test Report\Stockist Cert\Stockist  cert & Mill Cert of 4931-1.pdf,4931-1,4931,,,,dn not in mapping
SKIP_NO_MAP,D:\Stockist&Test Report\Stockist Cert\Stockist  cert & Mill Cert of 4931-2.pdf,4931-2,4931,,,,dn not in mapping
SKIP_NO_MAP,D:\Stockist&Test Report\Stockist Cert\Stockist  cert & Mill Cert of 4931-3.pdf,4931-3,4931,,,,dn not in mapping
SKIP_NO_MAP,D:\Stockist&Test Report\Stockist Cert\Stockist  Mill cert & mill cert of 1041-1.pdf,1041-1,1041,,,,dn not in mapping
SKIP_NO_MAP,D:\Stockist&Test Report\Stockist Cert\Stockist  Mill cert & mill cert of 1041-2.pdf,1041-2,1041,,,,dn not in mapping
SKIP_NO_MAP,D:\Stockist&Test Report\Stockist Cert\Stockist  Mill cert & mill cert of 1041-3.pdf,1041-3,1041,,,,dn not in mapping
SKIP_NO_MAP,D:\Stockist&Test Report\Stockist Cert\Stockist  Mill cert & mill cert of 1041-4.pdf,1041-4,1041,,,,dn not in mapping
SKIP_NO_MAP,D:\Stockist&Test Report\Stockist Cert\Stockist  Mill cert & mill cert of 2962-1.pdf,2962-1,2962,,,,dn not in mapping
SKIP_NO_MAP,D:\Stockist&Test Report\Stockist Cert\Stockist  Mill cert & mill cert of 2962-2.pdf,2962-2,2962,,,,dn not in mapping
SKIP_NO_MAP,D:\Stockist&Test Report\Stockist Cert\Stockist  Mill Cert & mill cert of 3706-1.pdf,3706-1,3706,,,,dn not in mapping
SKIP_NO_MAP,D:\Stockist&Test Report\Stockist Cert\Stockist  Mill Cert & mill cert of 3706-2.pdf,3706-2,3706,,,,dn not in mapping
SKIP_NO_MAP,D:\Stockist&Test Report\Stockist Cert\Stockist  Mill Cert & mill cert of 3706-3.pdf,3706-3,3706,,,,dn not in mapping
SKIP_NO_MAP,D:\Stockist&Test Report\Stockist Cert\Stockist  Mill Cert & mill cert of 3706-4.pdf,3706-4,3706,,,,dn not in mapping
SKIP_NO_MAP,D:\Stockist&Test Report\Stockist Cert\Stockist  Mill Cert & mill cert of 3706-5.pdf,3706-5,3706,,,,dn not in mapping
SKIP_NO_MAP,D:\Stockist&Test Report\Stockist Cert\Stockist  Mill Cert & mill cert of 4391-1.pdf,4391-1,4391,,,,dn not in mapping
SKIP_NO_MAP,D:\Stockist&Test Report\Stockist Cert\Stockist  Mill Cert & mill cert of 4391-2.pdf,4391-2,4391,,,,dn not in mapping
SKIP_NO_MAP,D:\Stockist&Test Report\Stockist Cert\Stockist  Mill Cert & mill cert of 4391-3.pdf,4391-3,4391,,,,dn not in mapping
SKIP_NO_MAP,D:\Stockist&Test Report\Stockist Cert\Stockist  Mill Cert & mill cert of DN112696-2.pdf,DN112696-2,DN112696,,,,dn not in mapping
SKIP_NO_MAP,D:\Stockist&Test Report\Stockist Cert\Stockist  Mill Cert & mill cert of KL2239.pdf,KL2239,KL2239,,,,dn not in mapping
SKIP_NO_MAP,D:\Stockist&Test Report\Stockist Cert\Stockist cert & mill cert of 2159-1.pdf,2159-1,2159,,,,dn not in mapping
SKIP_NO_MAP,D:\Stockist&Test Report\Stockist Cert\Stockist cert & mill cert of 2159-2.pdf,2159-2,2159,,,,dn not in mapping
SKIP_NO_MAP,D:\Stockist&Test Report\Stockist Cert\Stockist cert & mill cert of 2159-3.pdf,2159-3,2159,,,,dn not in mapping
SKIP_NO_MAP,D:\Stockist&Test Report\Stockist Cert\Stockist cert & mill cert of 2159-4.pdf,2159-4,2159,,,,dn not in mapping
SKIP_NO_MAP,D:\Stockist&Test Report\Stockist Cert\Stockist cert & mill cert of 2164-1.pdf,2164-1,2164,,,,dn not in mapping
SKIP_NO_MAP,D:\Stockist&Test Report\Stockist Cert\Stockist cert & mill cert of 2164-2.pdf,2164-2,2164,,,,dn not in mapping
SKIP_NO_MAP,D:\Stockist&Test Report\Stockist Cert\Stockist cert & mill cert of 2170-1.pdf,2170-1,2170,,,,dn not in mapping
SKIP_NO_MAP,D:\Stockist&Test Report\Stockist Cert\Stockist cert & mill cert of 2170-2.pdf,2170-2,2170,,,,dn not in mapping
SKIP_NO_MAP,D:\Stockist&Test Report\Stockist Cert\Stockist cert & mill cert of 2170-3.pdf,2170-3,2170,,,,dn not in mapping
SKIP_NO_MAP,D:\Stockist&Test Report\Stockist Cert\Stockist cert & mill cert of 2170-4.pdf,2170-4,2170,,,,dn not in mapping
SKIP_NO_MAP,D:\Stockist&Test Report\Stockist Cert\Stockist cert & mill cert of 2170-5.pdf,2170-5,2170,,,,dn not in mapping
SKIP_NO_MAP,D:\Stockist&Test Report\Stockist Cert\Stockist cert & mill cert of 2170-6.pdf,2170-6,2170,,,,dn not in mapping
SKIP_NO_MAP,D:\Stockist&Test Report\Stockist Cert\Stockist cert & mill cert of 2170-7.pdf,2170-7,2170,,,,dn not in mapping
SKIP_NO_MAP,D:\Stockist&Test Report\Stockist Cert\Stockist cert & mill cert of 2172-1.pdf,2172-1,2172,,,,dn not in mapping
SKIP_NO_MAP,D:\Stockist&Test Report\Stockist Cert\Stockist cert & mill cert of 2172-2.pdf,2172-2,2172,,,,dn not in mapping
SKIP_NO_MAP,D:\Stockist&Test Report\Stockist Cert\Stockist cert & mill cert of 2172-3.pdf,2172-3,2172,,,,dn not in mapping
SKIP_NO_MAP,D:\Stockist&Test Report\Stockist Cert\Stockist cert & mill cert of 2962-3.pdf,2962-3,2962,,,,dn not in mapping
SKIP_NO_MAP,D:\Stockist&Test Report\Stockist Cert\Stockist cert & mill cert of 2962-4.pdf,2962-4,2962,,,,dn not in mapping
SKIP_NO_MAP,D:\Stockist&Test Report\Stockist Cert\Stockist cert & mill cert of 2962-5.pdf,2962-5,2962,,,,dn not in mapping
SKIP_NO_MAP,D:\Stockist&Test Report\Stockist Cert\Stockist cert & mill cert of 3279-1.pdf,3279-1,3279,,,,dn not in mapping
SKIP_NO_MAP,D:\Stockist&Test Report\Stockist Cert\Stockist cert & mill cert of 3279-2.pdf,3279-2,3279,,,,dn not in mapping
SKIP_NO_MAP,D:\Stockist&Test Report\Stockist Cert\Stockist cert & mill cert of 5550-1.pdf,5550-1,5550,,,,dn not in mapping
SKIP_NO_MAP,D:\Stockist&Test Report\Stockist Cert\Stockist cert & mill cert of 5550-2.pdf,5550-2,5550,,,,dn not in mapping
SKIP_NO_MAP,D:\Stockist&Test Report\Stockist Cert\Stockist cert & mill cert of 5550-3.pdf,5550-3,5550,,,,dn not in mapping
SKIP_NO_MAP,D:\Stockist&Test Report\Stockist Cert\Stockist cert & mill cert of 5550-4.pdf,5550-4,5550,,,,dn not in mapping
SKIP_NO_MAP,D:\Stockist&Test Report\Stockist Cert\Stockist cert & mill cert of 7129-1.pdf,7129-1,7129,,,,dn not in mapping
SKIP_NO_MAP,D:\Stockist&Test Report\Stockist Cert\Stockist cert & mill cert of 7129-2.pdf,7129-2,7129,,,,dn not in mapping
SKIP_NO_MAP,D:\Stockist&Test Report\Stockist Cert\Stockist cert & mill cert of 7350-1.pdf,7350-1,7350,,,,dn not in mapping
SKIP_NO_MAP,D:\Stockist&Test Report\Stockist Cert\Stockist cert & mill cert of 7350-2.pdf,7350-2,7350,,,,dn not in mapping
SKIP_NO_MAP,D:\Stockist&Test Report\Stockist Cert\Stockist cert & mill cert of 7350-3.pdf,7350-3,7350,,,,dn not in mapping
SKIP_NO_MAP,D:\Stockist&Test Report\Stockist Cert\Stockist cert & mill cert of 7350-4.pdf,7350-4,7350,,,,dn not in mapping
SKIP_NO_MAP,D:\Stockist&Test Report\Stockist Cert\Stockist cert & mill cert of 7350-5.pdf,7350-5,7350,,,,dn not in mapping
SKIP_NO_MAP,D:\Stockist&Test Report\Stockist Cert\Stockist cert & mill cert of 7350-6.pdf,7350-6,7350,,,,dn not in mapping
SKIP_NO_MAP,D:\Stockist&Test Report\Stockist Cert\Stockist cert & mill cert of 7350-7.pdf,7350-7,7350,,,,dn not in mapping
SKIP_NO_MAP,D:\Stockist&Test Report\Stockist Cert\Stockist cert & mill cert of 911282HK-1.pdf,911282HK-1,911282HK,,,,dn not in mapping
SKIP_NO_MAP,D:\Stockist&Test Report\Stockist Cert\Stockist cert & mill cert of 911282HK-2.pdf,911282HK-2,911282HK,,,,dn not in mapping
SKIP_NO_MAP,D:\Stockist&Test Report\Stockist Cert\Stockist cert & mill cert of 911282HK-3.pdf,911282HK-3,911282HK,,,,dn not in mapping
SKIP_NO_MAP,D:\Stockist&Test Report\Stockist Cert\Stockist cert & mill cert of 911416HK-1.pdf,911416HK-1,911416HK,,,,dn not in mapping
SKIP_NO_MAP,D:\Stockist&Test Report\Stockist Cert\Stockist cert & mill cert of 911416HK-2.pdf,911416HK-2,911416HK,,,,dn not in mapping
SKIP_NO_MAP,D:\Stockist&Test Report\Stockist Cert\Stockist cert & mill cert of 911416HK-3.pdf,911416HK-3,911416HK,,,,dn not in mapping
SKIP_NO_MAP,D:\Stockist&Test Report\Stockist Cert\Stockist cert & mill cert of 911416HK-4.pdf,911416HK-4,911416HK,,,,dn not in mapping
SKIP_NO_MAP,D:\Stockist&Test Report\Stockist Cert\Stockist cert & mill cert of 911416HK-5.pdf,911416HK-5,911416HK,,,,dn not in mapping
SKIP_NO_MAP,D:\Stockist&Test Report\Stockist Cert\Stockist cert & mill cert of 911416HK-6.pdf,911416HK-6,911416HK,,,,dn not in mapping
SKIP_NO_MAP,D:\Stockist&Test Report\Stockist Cert\Stockist cert & mill cert of 9465-1.pdf,9465-1,9465,,,,dn not in mapping
SKIP_NO_MAP,D:\Stockist&Test Report\Stockist Cert\Stockist cert & mill cert of 9465-2.pdf,9465-2,9465,,,,dn not in mapping
SKIP_NO_MAP,D:\Stockist&Test Report\Stockist Cert\Stockist cert & mill cert of 9465-3.pdf,9465-3,9465,,,,dn not in mapping
SKIP_NO_MAP,D:\Stockist&Test Report\Stockist Cert\Stockist cert & mill cert of 9465-4.pdf,9465-4,9465,,,,dn not in mapping
SKIP_NO_MAP,D:\Stockist&Test Report\Stockist Cert\Stockist cert & mill cert of SS63636.pdf,SS63636,SS63636,,,,dn not in mapping
SKIP_NO_MAP,D:\Stockist&Test Report\Stockist Cert\Stockist cert & mill cert of SS66479.pdf,SS66479,SS66479,,,,dn not in mapping
SKIP_NO_MAP,D:\Stockist&Test Report\Stockist Cert\Stockist cert & mill cert of SS66482.pdf,SS66482,SS66482,,,,dn not in mapping
SKIP_NO_MAP,D:\Stockist&Test Report\Stockist Cert\Stockist cert & mill cert of SS66879.pdf,SS66879,SS66879,,,,dn not in mapping
SKIP_NO_MAP,D:\Stockist&Test Report\Stockist Cert\Stockist cert & mill cert of SS67911.pdf,SS67911,SS67911,,,,dn not in mapping
SKIP_NO_MAP,D:\Stockist&Test Report\Stockist Cert\Stockist cert & mill cert of SS67919.pdf,SS67919,SS67919,,,,dn not in mapping
SKIP_NO_MAP,D:\Stockist&Test Report\Stockist Cert\Stockist cert & mill cert of SS67920.pdf,SS67920,SS67920,,,,dn not in mapping
SKIP_NO_MAP,D:\Stockist&Test Report\Stockist Cert\Stockist cert & mill cert of SS67921.pdf,SS67921,SS67921,,,,dn not in mapping
SKIP_NO_MAP,D:\Stockist&Test Report\Stockist Cert\Stockist cert & mill cert of SS67922.pdf,SS67922,SS67922,,,,dn not in mapping
SKIP_NO_MAP,D:\Stockist&Test Report\Stockist Cert\Stockist cert & mill cert of SS68624.pdf,SS68624,SS68624,,,,dn not in mapping
SKIP_NO_MAP,D:\Stockist&Test Report\Stockist Cert\Stockist cert & mill cert of SS68675.pdf,SS68675,SS68675,,,,dn not in mapping
SKIP_NO_MAP,D:\Stockist&Test Report\Stockist Cert\Stockist cert & mill cert of SS70753.pdf,SS70753,SS70753,,,,dn not in mapping
SKIP_NO_MAP,D:\Stockist&Test Report\Stockist Cert\Stockist cert & mill cert of SS71038.pdf,SS71038,SS71038,,,,dn not in mapping
SKIP_NO_MAP,D:\Stockist&Test Report\Stockist Cert\Stockist cert & mill cert of SS71041.pdf,SS71041,SS71041,,,,dn not in mapping
SKIP_NO_MAP,D:\Stockist&Test Report\Stockist Cert\Stockist cert & mill cert of SS71042.pdf,SS71042,SS71042,,,,dn not in mapping
SKIP_NO_MAP,D:\Stockist&Test Report\Stockist Cert\Stockist cert & mill cert of SS71446.pdf,SS71446,SS71446,,,,dn not in mapping
SKIP_NO_MAP,D:\Stockist&Test Report\Stockist Cert\Stockist cert & mill cert of SS73616.pdf,SS73616,SS73616,,,,dn not in mapping
SKIP_NO_MAP,D:\Stockist&Test Report\Stockist Cert\Stockist cert & mill cert of SS73617.pdf,SS73617,SS73617,,,,dn not in mapping
SKIP_NO_MAP,D:\Stockist&Test Report\Stockist Cert\Stockist cert & mill cert of SS73622.pdf,SS73622,SS73622,,,,dn not in mapping
SKIP_NO_MAP,D:\Stockist&Test Report\Stockist Cert\Stockist cert & mill cert of SS73625.pdf,SS73625,SS73625,,,,dn not in mapping
SKIP_NO_MAP,D:\Stockist&Test Report\Stockist Cert\Stockist cert & mill cert of SS74168.pdf,SS74168,SS74168,,,,dn not in mapping
SKIP_NO_MAP,D:\Stockist&Test Report\Stockist Cert\Stockist cert & mill cert of SSS70138.pdf,SSS70138,SSS70138,,,,dn not in mapping
SKIP_NO_MAP,D:\Stockist&Test Report\Stockist Cert\Stockist cert & mill cert of SSS70139.pdf,SSS70139,SSS70139,,,,dn not in mapping
SKIP_NO_MAP,D:\Stockist&Test Report\Stockist Cert\Stockist cert & mill cert of SSS70140.pdf,SSS70140,SSS70140,,,,dn not in mapping
SKIP_NO_MAP,D:\Stockist&Test Report\Stockist Cert\Stockist cert & mill cert of T9001-724.pdf,T9001-724,T9001,,,,dn not in mapping
